filename,makanan_pokok,lauk_pauk,sayur,buah,susu
test_Ayam_Goreng_Ayam_Goreng_344.jpg,0,1,0,0,0
test_Ayam_Goreng_Ayam_Goreng_345.jpg,0,1,0,0,0
test_Ayam_Goreng_Ayam_Goreng_378.jpg,0,1,0,0,0
test_Ayam_Goreng_Ayam_Goreng_396.jpg,0,1,0,0,0
test_Ayam_Goreng_Ayam_Goreng_419.jpg,0,1,0,0,0
test_Ayam_Goreng_Ayam_Goreng_429.jpg,0,1,0,0,0
test_Ayam_Goreng_Ayam_Goreng_446.jpg,0,1,0,0,0
test_Ayam_Goreng_Ayam_Goreng_466.jpg,0,1,0,0,0
test_Ayam_Goreng_Ayam_Goreng_477.jpg,0,1,0,0,0
test_Ayam_Goreng_Ayam_Goreng_496.jpg,0,1,0,0,0
test_Burger_Burger_003.jpg,1,1,1,0,0
test_Burger_Burger_018.jpg,1,1,1,0,0
test_Burger_Burger_030.jpg,1,1,1,0,0
test_Burger_Burger_040.jpg,1,1,1,0,0
test_Burger_Burger_053.jpg,1,1,1,0,0
test_Burger_Burger_068.jpg,1,1,1,0,0
test_Burger_Burger_083.jpg,1,1,1,0,0
test_Burger_Burger_086.jpg,1,1,1,0,0
test_Burger_Burger_088.jpg,1,1,1,0,0
test_Burger_Burger_092.jpg,1,1,1,0,0
test_Burger_Burger_095.jpg,1,1,1,0,0
test_Burger_Burger_105.jpg,1,1,1,0,0
test_Burger_Burger_131.jpg,1,1,1,0,0
test_Burger_Burger_138.jpg,1,1,1,0,0
test_Burger_Burger_142.jpg,1,1,1,0,0
test_Burger_Burger_146.jpg,1,1,1,0,0
test_Burger_Burger_150.jpg,1,1,1,0,0
test_Burger_Burger_152.jpg,1,1,1,0,0
test_Burger_Burger_162.jpg,1,1,1,0,0
test_Burger_Burger_183.jpg,1,1,1,0,0
test_Burger_Burger_188.jpg,1,1,1,0,0
test_Burger_Burger_194.jpg,1,1,1,0,0
test_Burger_Burger_237.jpg,1,1,1,0,0
test_Burger_Burger_243.jpg,1,1,1,0,0
test_Burger_Burger_248.jpg,1,1,1,0,0
test_Burger_Burger_271.jpg,1,1,1,0,0
test_Burger_Burger_272.jpg,1,1,1,0,0
test_Burger_Burger_292.jpg,1,1,1,0,0
test_Burger_Burger_295.jpg,1,1,1,0,0
test_Burger_Burger_296.jpg,1,1,1,0,0
test_Burger_Burger_338.jpg,1,1,1,0,0
test_Burger_Burger_345.jpg,1,1,1,0,0
test_Burger_Burger_351.jpg,1,1,1,0,0
test_Burger_Burger_357.jpg,1,1,1,0,0
test_Burger_Burger_380.jpg,1,1,1,0,0
test_Burger_Burger_385.jpg,1,1,1,0,0
test_Burger_Burger_386.jpg,1,1,1,0,0
test_Burger_Burger_402.jpg,1,1,1,0,0
test_Burger_Burger_404.jpg,1,1,1,0,0
test_Burger_Burger_405.jpg,1,1,1,0,0
test_Burger_Burger_415.jpg,1,1,1,0,0
test_Burger_Burger_440.jpg,1,1,1,0,0
test_Burger_Burger_444.jpg,1,1,1,0,0
test_Burger_Burger_452.jpg,1,1,1,0,0
test_Burger_Burger_466.jpg,1,1,1,0,0
test_Burger_Burger_468.jpg,1,1,1,0,0
test_Burger_Burger_470.jpg,1,1,1,0,0
test_Burger_Burger_472.jpg,1,1,1,0,0
test_Burger_Burger_489.jpg,1,1,1,0,0
test_Burger_Burger_494.jpg,1,1,1,0,0
test_French_Fries_French_Fries_005.jpg,1,0,0,0,0
test_French_Fries_French_Fries_021.jpg,1,0,0,0,0
test_French_Fries_French_Fries_035.jpg,1,0,0,0,0
test_French_Fries_French_Fries_045.jpg,1,0,0,0,0
test_French_Fries_French_Fries_047.jpg,1,0,0,0,0
test_French_Fries_French_Fries_049.jpg,1,0,0,0,0
test_French_Fries_French_Fries_053.jpg,1,0,0,0,0
test_French_Fries_French_Fries_063.jpg,1,0,0,0,0
test_French_Fries_French_Fries_079.jpg,1,0,0,0,0
test_French_Fries_French_Fries_082.jpg,1,0,0,0,0
test_French_Fries_French_Fries_085.jpg,1,0,0,0,0
test_French_Fries_French_Fries_130.jpg,1,0,0,0,0
test_French_Fries_French_Fries_131.jpg,1,0,0,0,0
test_French_Fries_French_Fries_135.jpg,1,0,0,0,0
test_French_Fries_French_Fries_142.jpg,1,0,0,0,0
test_French_Fries_French_Fries_168.jpg,1,0,0,0,0
test_French_Fries_French_Fries_183.jpg,1,0,0,0,0
test_French_Fries_French_Fries_201.jpg,1,0,0,0,0
test_French_Fries_French_Fries_212.jpg,1,0,0,0,0
test_French_Fries_French_Fries_218.jpg,1,0,0,0,0
test_French_Fries_French_Fries_220.jpg,1,0,0,0,0
test_French_Fries_French_Fries_234.jpg,1,0,0,0,0
test_French_Fries_French_Fries_268.jpg,1,0,0,0,0
test_French_Fries_French_Fries_290.jpg,1,0,0,0,0
test_French_Fries_French_Fries_292.jpg,1,0,0,0,0
test_French_Fries_French_Fries_303.jpg,1,0,0,0,0
test_French_Fries_French_Fries_312.jpg,1,0,0,0,0
test_French_Fries_French_Fries_320.jpg,1,0,0,0,0
test_French_Fries_French_Fries_331.jpg,1,0,0,0,0
test_French_Fries_French_Fries_333.jpg,1,0,0,0,0
test_French_Fries_French_Fries_344.jpg,1,0,0,0,0
test_French_Fries_French_Fries_356.jpg,1,0,0,0,0
test_French_Fries_French_Fries_359.jpg,1,0,0,0,0
test_French_Fries_French_Fries_365.jpg,1,0,0,0,0
test_French_Fries_French_Fries_375.jpg,1,0,0,0,0
test_French_Fries_French_Fries_387.jpg,1,0,0,0,0
test_French_Fries_French_Fries_392.jpg,1,0,0,0,0
test_French_Fries_French_Fries_394.jpg,1,0,0,0,0
test_French_Fries_French_Fries_405.jpg,1,0,0,0,0
test_French_Fries_French_Fries_408.jpg,1,0,0,0,0
test_French_Fries_French_Fries_430.jpg,1,0,0,0,0
test_French_Fries_French_Fries_431.jpg,1,0,0,0,0
test_French_Fries_French_Fries_453.jpg,1,0,0,0,0
test_French_Fries_French_Fries_461.jpg,1,0,0,0,0
test_French_Fries_French_Fries_463.jpg,1,0,0,0,0
test_French_Fries_French_Fries_466.jpg,1,0,0,0,0
test_French_Fries_French_Fries_471.jpg,1,0,0,0,0
test_French_Fries_French_Fries_479.jpg,1,0,0,0,0
test_French_Fries_French_Fries_484.jpg,1,0,0,0,0
test_French_Fries_French_Fries_495.jpg,1,0,0,0,0
test_Gado-Gado_Gado-Gado_003.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_005.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_047.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_051.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_060.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_067.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_116.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_133.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_158.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_162.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_164.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_183.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_201.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_210.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_211.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_236.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_250.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_252.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_257.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_258.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_259.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_261.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_271.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_296.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_298.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_299.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_300.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_301.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_303.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_309.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_310.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_325.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_340.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_358.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_361.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_377.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_378.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_381.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_385.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_401.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_411.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_414.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_416.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_419.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_424.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_440.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_449.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_452.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_461.jpg,0,1,1,0,0
test_Gado-Gado_Gado-Gado_475.jpg,0,1,1,0,0
test_Ikan_Goreng_Ikan_Goreng_023.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_044.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_051.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_055.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_078.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_096.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_097.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_103.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_114.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_123.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_130.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_142.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_143.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_163.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_184.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_186.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_191.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_194.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_250.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_251.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_253.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_257.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_259.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_276.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_278.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_289.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_301.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_314.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_331.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_338.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_354.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_362.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_380.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_392.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_407.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_439.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_440.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_446.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_459.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_461.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_466.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_468.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_478.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_482.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_483.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_484.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_485.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_489.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_492.jpg,0,1,0,0,0
test_Ikan_Goreng_Ikan_Goreng_493.jpg,0,1,0,0,0
test_Mie_Goreng_Mie_Goreng_027.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_034.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_039.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_066.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_068.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_073.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_108.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_126.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_130.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_144.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_148.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_157.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_159.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_172.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_174.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_197.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_213.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_220.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_227.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_228.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_244.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_257.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_262.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_277.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_281.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_294.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_298.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_302.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_304.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_314.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_324.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_334.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_341.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_351.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_362.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_371.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_417.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_418.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_419.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_421.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_429.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_431.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_432.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_446.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_449.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_463.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_475.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_479.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_480.jpg,1,1,1,0,0
test_Mie_Goreng_Mie_Goreng_493.jpg,1,1,1,0,0
test_Nasi_Goreng_Nasi_Goreng_001.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_011.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_014.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_030.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_032.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_043.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_045.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_048.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_067.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_087.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_092.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_094.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_104.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_119.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_125.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_127.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_140.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_170.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_174.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_176.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_196.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_206.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_210.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_252.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_253.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_259.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_302.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_307.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_310.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_318.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_320.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_321.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_325.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_342.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_350.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_379.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_382.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_393.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_396.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_403.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_409.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_421.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_422.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_430.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_453.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_457.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_462.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_468.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_471.jpg,1,1,0,0,0
test_Nasi_Goreng_Nasi_Goreng_486.jpg,1,1,0,0,0
test_Nasi_Padang_Nasi_Padang_005.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_022.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_023.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_026.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_043.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_050.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_057.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_062.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_074.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_079.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_087.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_095.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_106.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_116.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_145.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_152.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_173.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_175.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_186.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_193.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_205.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_211.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_228.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_239.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_270.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_300.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_303.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_323.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_337.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_340.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_360.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_372.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_377.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_378.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_392.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_409.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_413.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_421.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_428.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_429.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_437.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_443.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_452.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_455.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_456.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_477.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_478.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_485.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_489.jpg,1,1,1,0,0
test_Nasi_Padang_Nasi_Padang_497.jpg,1,1,1,0,0
test_Pizza_Pizza_003.jpg,1,1,0,0,1
test_Pizza_Pizza_010.jpg,1,1,0,0,1
test_Pizza_Pizza_012.jpg,1,1,0,0,1
test_Pizza_Pizza_054.jpg,1,1,0,0,1
test_Pizza_Pizza_057.jpg,1,1,0,0,1
